CustomerId,CreditScore,Geography,Gender,Age,EstimatedSalary,CreditScore_Custom,Age_Group_Custom,Balance,NumOfProducts,Tenure,IsActiveMember,Exited
15591100,675,Spain,Male,36.0,22994.32,Very Good,Middle-Aged,106190.55,1,9,1,0
15609618,721,Germany,Male,28.0,101300.94,Very Good,Adult,154475.54,2,9,1,1
15675522,628,Germany,Female,30.0,74169.13,Good,Adult,132351.29,2,9,1,0
15705512,668,Germany,Female,37.0,115638.29,Very Good,Middle-Aged,167864.4,1,6,0,0
15698028,506,France,Female,41.0,31766.3,Fair,Middle-Aged,0.0,2,1,0,0
15661670,524,Germany,Female,31.0,199725.39,Fair,Adult,107818.63,1,8,0,1
15600781,699,Germany,Male,34.0,120834.48,Very Good,Adult,185173.81,2,4,0,0
15682472,828,France,Male,34.0,38131.77,Excellent,Adult,129433.34,2,8,0,0
15690673,656,France,Female,39.0,141069.88,Good,Middle-Aged,0.0,2,6,0,0
15760085,684,Germany,Female,48.0,198129.36,Very Good,Middle-Aged,126384.42,1,10,1,0
15779659,625,France,Female,28.0,183646.41,Good,Adult,0.0,1,3,0,0
15627360,432,France,Male,42.0,110265.24,Poor,Middle-Aged,152603.45,1,9,0,1
15671137,549,France,Female,52.0,8636.05,Fair,Senior,0.0,1,1,1,1
15782688,625,Germany,Male,56.0,46824.08,Good,Senior,148507.24,1,0,0,1
15575492,828,France,Female,41.0,171378.77,Excellent,Middle-Aged,0.0,2,7,0,0
15591607,770,France,Male,24.0,167256.35,Very Good,Young Adult,101827.07,1,9,0,0
15740404,758,France,Female,34.0,124226.16,Very Good,Adult,0.0,2,3,1,0
15718369,795,Germany,Female,33.0,114935.21,Excellent,Adult,130862.43,1,9,1,0
15677871,687,France,Male,38.0,35608.88,Very Good,Middle-Aged,122570.87,1,9,1,0
15642004,686,France,Male,25.0,16459.37,Very Good,Adult,0.0,2,1,1,0
15712543,789,Germany,Male,39.0,124411.08,Excellent,Middle-Aged,124828.46,2,7,1,0
15584518,589,Germany,Female,50.0,34941.23,Fair,Senior,144895.05,2,5,1,0
15802381,461,Germany,Female,34.0,167784.28,Poor,Adult,63663.93,1,5,1,0
15610156,637,France,Male,40.0,93165.34,Good,Middle-Aged,133463.1,1,2,1,0
15594408,584,Spain,Female,48.0,75161.25,Fair,Middle-Aged,213146.2,1,2,0,1
15640905,579,Spain,Female,35.0,8590.83,Fair,Middle-Aged,129490.36,2,1,1,1
15698932,756,Germany,Male,44.0,189543.9,Very Good,Middle-Aged,137452.09,1,10,0,0
15724944,663,France,Male,34.0,180427.24,Very Good,Adult,0.0,2,7,1,0
15628145,682,France,Female,43.0,193318.33,Very Good,Middle-Aged,125851.93,1,5,1,0
15713483,793,Spain,Male,52.0,159123.82,Excellent,Senior,0.0,1,2,0,1
15612350,691,France,Female,31.0,126213.84,Very Good,Adult,40915.55,1,5,0,1
15800703,485,Spain,Female,21.0,54141.5,Poor,Young Adult,113157.22,1,5,1,0
15705707,635,Spain,Female,29.0,141075.51,Good,Adult,138296.94,2,8,0,0
15754105,650,France,Male,37.0,24495.03,Good,Middle-Aged,106967.18,1,5,0,0
15703264,735,France,Male,44.0,74836.34,Very Good,Middle-Aged,120681.63,1,9,0,0
15794413,416,France,Male,32.0,878.87,Poor,Adult,0.0,2,0,1,0
15650237,754,Spain,Female,32.0,89520.75,Very Good,Adult,0.0,2,7,0,0
15759618,535,France,Female,48.0,149892.79,Fair,Middle-Aged,0.0,1,9,0,1
15811589,716,Spain,Male,42.0,180800.42,Very Good,Middle-Aged,0.0,2,8,0,0
15689044,539,France,Male,37.0,98646.22,Fair,Middle-Aged,127609.59,1,2,0,0
15709368,614,France,Female,43.0,109041.53,Good,Middle-Aged,0.0,2,6,1,0
15679145,706,Spain,Male,57.0,17941.16,Very Good,Senior,0.0,1,7,0,1
15655007,758,France,Female,33.0,82996.47,Very Good,Adult,0.0,2,7,0,0
15623595,586,Spain,Female,28.0,92067.35,Fair,Adult,0.0,2,2,1,0
15589975,646,France,Female,73.0,104719.66,Good,Very Senior,97259.25,1,6,1,0
15804017,631,Germany,Female,33.0,112687.57,Good,Adult,123246.7,1,4,0,0
15692132,717,Spain,Female,22.0,84699.56,Very Good,Young Adult,101060.25,1,6,1,0
15641122,684,France,Male,30.0,83473.82,Very Good,Adult,0.0,2,2,0,0
15630910,800,France,Female,49.0,47125.11,Excellent,Middle-Aged,108007.36,1,7,0,0
15680772,721,Spain,Female,36.0,106977.8,Very Good,Middle-Aged,0.0,2,2,1,0
15658929,683,Spain,Male,29.0,55582.54,Very Good,Adult,133702.89,1,0,0,1
15585388,660,Germany,Male,31.0,139874.43,Very Good,Adult,125189.75,2,9,1,0
15724623,704,Germany,Female,24.0,162503.48,Very Good,Young Adult,113034.22,1,7,0,1
15588537,615,Spain,Female,41.0,196499.96,Good,Middle-Aged,109013.23,1,9,0,0
15574692,667,Spain,Female,39.0,40721.24,Very Good,Middle-Aged,0.0,2,2,0,1
15611325,682,Germany,Male,24.0,53134.3,Very Good,Young Adult,57929.81,2,9,0,0
15587562,484,France,Female,29.0,164017.89,Poor,Adult,130114.39,1,4,0,0
15613172,628,Germany,Male,27.0,155996.96,Good,Adult,95826.49,2,5,0,0
15651022,480,Germany,Male,44.0,5472.7,Poor,Middle-Aged,129608.57,1,10,0,1
15586310,578,France,Male,30.0,112187.11,Fair,Adult,169462.09,1,4,0,0
15625524,512,France,Male,40.0,146457.83,Fair,Middle-Aged,0.0,2,5,1,0
15755209,484,Spain,Female,35.0,27286.1,Poor,Middle-Aged,133868.21,1,7,1,0
15645248,510,France,Female,30.0,130553.47,Fair,Adult,0.0,2,0,1,0
15790355,606,Germany,Male,36.0,179351.89,Good,Middle-Aged,190479.48,2,5,0,0
15762615,597,Spain,Female,40.0,94774.12,Fair,Middle-Aged,101993.12,1,8,1,0
15625426,754,Germany,Female,55.0,8080.85,Very Good,Senior,161608.81,1,3,0,1
15716334,850,Spain,Female,45.0,19482.5,Excellent,Middle-Aged,122311.21,1,2,1,0
15789669,510,France,Male,65.0,48071.61,Fair,Very Senior,0.0,2,2,1,0
15621075,778,Germany,Female,45.0,174531.27,Very Good,Middle-Aged,162150.42,2,1,0,0
15810845,636,France,Male,42.0,55470.78,Good,Middle-Aged,0.0,2,2,1,0
15719377,804,France,Female,50.0,8546.87,Excellent,Senior,0.0,1,4,1,1
15654506,514,France,Male,32.0,95857.18,Fair,Adult,0.0,2,8,0,0
15771977,730,France,Female,39.0,194945.8,Very Good,Middle-Aged,99010.67,1,1,0,0
15708710,525,Spain,Female,37.0,131521.72,Fair,Middle-Aged,0.0,1,0,1,0
15726676,616,Spain,Male,30.0,196108.51,Good,Adult,0.0,2,5,1,0
15587421,687,Germany,Female,34.0,148564.76,Very Good,Adult,111388.18,2,7,0,0
15726931,715,France,Female,41.0,92982.61,Very Good,Middle-Aged,56214.85,2,8,0,1
15771086,512,France,Female,36.0,17675.36,Fair,Middle-Aged,84327.77,2,3,0,0
15756850,479,France,Male,40.0,114996.43,Poor,Middle-Aged,0.0,2,1,0,0
15702741,601,France,Male,32.0,86957.42,Good,Adult,93012.89,1,8,0,0
15679200,580,Spain,Male,29.0,128077.8,Fair,Adult,61710.44,2,9,0,0
15594815,807,France,Male,35.0,600.36,Excellent,Middle-Aged,174790.15,1,3,1,0
15635905,616,Spain,Female,32.0,43001.46,Good,Adult,0.0,2,6,1,0
15777892,721,Germany,Male,37.0,158591.12,Very Good,Middle-Aged,107720.64,1,3,1,0
15656176,501,France,Male,57.0,47847.19,Fair,Senior,0.0,2,10,1,0
15811127,521,France,Male,35.0,10488.44,Fair,Middle-Aged,96423.84,1,6,0,0
15604482,850,Spain,Male,30.0,5978.2,Excellent,Adult,141040.01,1,2,1,0
15622911,759,France,Male,42.0,121409.06,Very Good,Middle-Aged,105420.18,1,4,1,0
15600974,516,Spain,Male,50.0,146145.93,Fair,Senior,0.0,1,5,1,1
15727868,711,France,Female,38.0,14374.86,Very Good,Middle-Aged,129022.06,2,2,1,1
15627801,512,Spain,Male,33.0,94670.77,Fair,Adult,176666.62,1,3,0,0
15773039,550,France,Male,37.0,179670.31,Fair,Middle-Aged,0.0,1,3,1,0
15755262,608,Spain,Female,41.0,199304.74,Good,Middle-Aged,89763.84,1,3,0,1
15679531,618,France,Male,34.0,151954.39,Good,Adult,134954.53,1,5,1,0
15684181,643,France,Male,45.0,142513.5,Good,Middle-Aged,0.0,1,5,0,1
15612087,671,France,Male,45.0,158264.62,Very Good,Middle-Aged,106376.85,1,2,1,0
15752047,689,Germany,Male,33.0,169381.9,Very Good,Adult,161814.64,2,2,0,0
15624592,603,France,Male,31.0,169915.02,Good,Adult,0.0,2,8,1,0
15573152,620,France,Female,41.0,88852.47,Good,Middle-Aged,0.0,2,9,0,0
15594917,676,France,Female,34.0,40645.81,Very Good,Adult,63095.01,1,1,1,0
15785542,572,Germany,Male,26.0,60427.3,Fair,Adult,118287.01,2,4,0,0
15723488,668,Germany,Male,47.0,157959.02,Very Good,Middle-Aged,106854.21,1,7,1,1
15680920,695,France,Male,46.0,133007.34,Very Good,Middle-Aged,49512.55,1,7,0,0
15786308,730,Spain,Female,33.0,176576.62,Very Good,Adult,0.0,2,9,0,0
15659366,807,France,Male,43.0,34888.04,Excellent,Middle-Aged,105799.32,2,1,0,1
15774854,592,France,Male,54.0,28737.71,Fair,Senior,0.0,1,8,1,1
15725311,726,France,Female,31.0,98178.57,Very Good,Adult,114722.05,2,9,1,0
15787155,514,Spain,Male,30.0,125010.24,Fair,Adult,0.0,1,7,1,0
15727829,567,France,Male,42.0,167984.61,Fair,Middle-Aged,0.0,2,2,1,0
15733247,850,France,Male,33.0,4861.72,Excellent,Adult,0.0,1,10,0,1
15568748,671,Germany,Male,45.0,108872.45,Very Good,Middle-Aged,99564.22,1,6,1,1
15699029,670,France,Male,37.0,198252.88,Very Good,Middle-Aged,170557.91,2,4,0,0
15774393,694,France,Female,30.0,26960.31,Very Good,Adult,0.0,2,9,1,0
15676895,547,Germany,Female,39.0,85746.52,Fair,Middle-Aged,74596.15,3,6,1,1
15637753,751,Germany,Male,50.0,77206.25,Very Good,Senior,96888.39,1,2,0,1
15605461,594,Germany,Female,29.0,61048.53,Fair,Adult,130830.22,1,3,0,0
15808473,673,France,Male,72.0,111981.19,Very Good,Very Senior,0.0,2,1,1,0
15627000,610,France,Male,40.0,62232.6,Good,Middle-Aged,0.0,2,0,0,0
15787174,512,France,Female,37.0,156105.03,Fair,Middle-Aged,0.0,2,1,1,0
15723886,767,Germany,Male,20.0,150135.38,Very Good,Young Adult,119714.25,2,3,1,0
15704769,585,France,Female,67.0,93146.11,Fair,Very Senior,113978.97,2,5,1,0
15772896,763,Germany,Male,42.0,33462.94,Very Good,Middle-Aged,100160.75,1,6,0,1
15711540,712,France,Female,29.0,144375.0,Very Good,Adult,0.0,1,2,1,0
15764866,539,Germany,Female,43.0,55803.96,Fair,Middle-Aged,116220.5,3,3,0,1
15794056,668,France,Female,46.0,89048.46,Very Good,Middle-Aged,0.0,3,2,0,1
15795149,703,France,Male,28.0,162812.16,Very Good,Adult,81173.83,2,2,1,0
15812009,662,Spain,Male,38.0,136259.65,Very Good,Middle-Aged,0.0,2,4,0,0
15651001,725,Germany,Female,39.0,124052.97,Very Good,Middle-Aged,116803.8,1,5,0,0
15813844,703,France,Male,37.0,74158.8,Very Good,Middle-Aged,105961.68,2,8,1,0
15596175,659,Germany,Male,67.0,45071.09,Good,Very Senior,117411.6,1,6,1,1
15576269,523,Spain,Male,34.0,62030.06,Fair,Adult,0.0,2,7,0,0
15797219,635,France,Female,40.0,131953.23,Good,Middle-Aged,123497.58,1,10,0,1
15685500,772,Germany,Male,26.0,79414.0,Very Good,Adult,152400.51,2,7,0,0
15599792,545,France,Female,26.0,199638.56,Fair,Adult,0.0,2,1,1,0
15657566,634,Germany,Male,24.0,157577.29,Good,Young Adult,103097.85,1,8,1,0
15772423,739,Germany,Male,54.0,134420.75,Very Good,Senior,126418.14,1,8,0,1
15628112,771,Germany,Female,36.0,99805.99,Very Good,Middle-Aged,77846.9,1,5,0,0
15753754,587,Spain,Female,34.0,97932.68,Fair,Adult,0.0,2,1,1,0
15793726,681,France,Female,79.0,170968.99,Very Good,Very Senior,0.0,2,0,1,0
15694717,544,Germany,Male,37.0,57558.95,Fair,Middle-Aged,79731.91,1,2,1,0
15665834,696,Spain,Male,28.0,176713.47,Very Good,Adult,0.0,1,8,0,0
15765297,766,Spain,Male,41.0,34283.23,Very Good,Middle-Aged,0.0,2,0,1,0
15636684,727,France,Male,34.0,198637.34,Very Good,Adult,0.0,2,10,1,0
15592979,671,Germany,Female,34.0,156917.12,Very Good,Adult,37266.67,2,6,0,0
15750803,693,France,Female,30.0,50457.2,Very Good,Adult,127992.25,1,6,1,0
15607178,850,Germany,Male,38.0,140075.55,Excellent,Middle-Aged,54901.01,1,3,1,0
15713853,732,Germany,Male,42.0,65323.11,Very Good,Middle-Aged,108748.08,2,9,1,0
15673481,726,Spain,Female,48.0,64323.24,Very Good,Middle-Aged,99906.19,1,6,0,0
15686776,557,France,Female,32.0,14956.44,Fair,Adult,184686.41,2,6,0,0
15673693,682,France,Female,26.0,111879.21,Very Good,Adult,110654.02,1,0,1,0
15700696,738,Spain,Male,31.0,18606.23,Very Good,Adult,79019.8,1,9,1,0
15813163,531,Spain,Female,36.0,123137.01,Fair,Middle-Aged,99240.51,1,9,0,0
15653857,498,France,Male,34.0,148528.24,Poor,Adult,0.0,2,2,1,0
15777076,651,France,Male,36.0,13898.31,Good,Middle-Aged,0.0,2,7,0,0
15717398,549,Spain,Female,39.0,81259.25,Fair,Middle-Aged,0.0,1,7,0,1
15799217,791,Germany,Female,35.0,161051.75,Excellent,Middle-Aged,52436.2,1,7,0,0
15787071,650,Spain,Male,41.0,191599.67,Good,Middle-Aged,0.0,2,9,1,0
15619955,733,Germany,Male,34.0,48559.19,Very Good,Adult,100337.96,3,3,0,1
15796505,811,Germany,Female,34.0,186339.74,Excellent,Adult,149297.19,2,1,1,0
15725166,707,France,Male,30.0,33159.37,Very Good,Adult,0.0,2,8,0,0
15800116,712,Germany,Male,28.0,93883.53,Very Good,Adult,145605.44,1,4,1,0
15758685,706,Spain,Female,37.0,110899.3,Very Good,Middle-Aged,0.0,2,7,1,0
15694456,756,France,Male,62.0,11199.04,Very Good,Senior,0.0,1,3,1,1
15767339,777,France,Female,53.0,189992.97,Very Good,Senior,0.0,2,10,0,0
15683562,646,France,Male,35.0,164255.69,Good,Middle-Aged,84026.86,1,6,1,0
15782210,714,France,Male,46.0,152167.79,Very Good,Middle-Aged,0.0,1,1,0,1
15668893,782,France,Male,39.0,33949.67,Excellent,Middle-Aged,0.0,2,8,1,0
15669169,775,Spain,Male,29.0,68143.93,Very Good,Adult,0.0,2,10,1,0
15643024,479,Germany,Male,35.0,47251.79,Poor,Middle-Aged,138718.92,1,4,1,1
15699389,807,France,Male,42.0,25885.72,Excellent,Middle-Aged,118274.71,1,7,1,0
15708608,799,France,Female,22.0,192633.85,Excellent,Young Adult,174185.98,2,8,1,0
15626144,675,France,Male,40.0,34577.36,Very Good,Middle-Aged,113208.86,2,7,0,0
15573112,602,Spain,Male,29.0,161229.84,Good,Adult,103907.28,1,5,0,0
15790678,475,France,Female,32.0,100816.29,Poor,Adult,119023.28,1,8,0,0
15727556,744,Spain,Female,26.0,181694.44,Very Good,Adult,166297.89,1,5,1,0
15697307,588,Spain,Male,34.0,79078.91,Fair,Adult,0.0,2,10,0,0
15652266,703,Germany,Male,42.0,137316.32,Very Good,Middle-Aged,63227.0,1,9,1,0
15607098,747,Spain,Female,41.0,194926.86,Very Good,Middle-Aged,94521.17,2,5,0,0
15655774,583,France,Male,27.0,51285.49,Fair,Adult,0.0,2,7,0,0
15590241,750,Spain,Female,34.0,150401.53,Very Good,Adult,112822.26,1,9,0,1
15785819,681,France,Male,38.0,112491.96,Very Good,Middle-Aged,0.0,2,3,1,0
15723654,773,France,Male,25.0,73656.38,Very Good,Adult,135903.33,1,2,0,0
15774510,714,France,Female,31.0,106636.89,Very Good,Adult,125169.26,1,4,1,0
15684173,687,Spain,Female,44.0,155853.52,Very Good,Middle-Aged,0.0,3,7,0,1
15650068,511,France,Male,58.0,162599.51,Fair,Senior,149117.31,1,0,1,0
15811490,627,France,Male,33.0,103737.82,Good,Adult,0.0,2,5,1,0
15803976,694,France,Female,31.0,160990.27,Very Good,Adult,0.0,2,10,0,0
15682541,616,Spain,Female,36.0,15462.84,Good,Middle-Aged,132311.71,1,6,0,0
15695699,687,France,Male,35.0,10334.05,Very Good,Middle-Aged,0.0,2,8,0,0
15624188,712,France,Female,33.0,190686.16,Very Good,Adult,0.0,2,6,1,0
15812191,553,France,Male,33.0,94440.45,Fair,Adult,118082.89,1,4,0,0
15636673,667,France,Male,31.0,28257.63,Very Good,Adult,119266.69,1,1,1,0
15594898,731,France,Male,43.0,170034.95,Very Good,Middle-Aged,0.0,1,2,1,1
15660211,629,Germany,Male,35.0,31824.29,Good,Middle-Aged,156847.29,2,7,0,0
15773972,614,France,Male,50.0,127166.49,Good,Senior,137104.47,1,4,0,1
15746726,438,Germany,Male,31.0,44937.01,Poor,Adult,78398.69,1,8,0,0
15712287,652,France,Female,80.0,188603.07,Good,Very Senior,0.0,2,4,1,0
15702919,729,Germany,Male,30.0,145111.37,Very Good,Adult,63669.42,1,6,0,0
15674398,642,France,Male,38.0,171463.83,Good,Middle-Aged,0.0,2,3,0,0
15797960,806,Germany,Female,59.0,182822.5,Excellent,Senior,135296.33,1,0,0,0
15631868,744,Spain,Male,36.0,87213.33,Very Good,Middle-Aged,153804.44,1,2,1,0
15581539,474,Spain,Male,37.0,57175.32,Poor,Middle-Aged,0.0,2,3,0,0
